"parameter1","parameter2","effectsize","estimate","conf.level","conf.low","conf.high","statistic","df.error","p.value","method","n.obs","conf.method","expression","common_name","time_of_day"
"time_from_startTime","detections","Pearson correlation","-0.172403800922883","0.95","-0.4103684896235","0.0875434810755099","-1.32140641727874","57","0.191645572373976","Pearson correlation","59","normal","list(italic(""t"")[""Student""] * ""("" * 57 * "")"" == ""-1.32"", italic(p) == ""0.19"", widehat(italic(""r""))[""Pearson""] == ""-0.17"", CI[""95%""] ~ ""["" * ""-0.41"", ""0.09"" * ""]"", italic(""n"")[""pairs""] == ""59"")","Green Warbler","dawn"
"time_from_startTime","detections","Pearson correlation","0.183119183231729","0.95","-0.237847223898456","0.546170458199393","0.8736783747888","22","0.391730697557103","Pearson correlation","24","normal","list(italic(""t"")[""Student""] * ""("" * 22 * "")"" == ""0.87"", italic(p) == ""0.39"", widehat(italic(""r""))[""Pearson""] == ""0.18"", CI[""95%""] ~ ""["" * ""-0.24"", ""0.55"" * ""]"", italic(""n"")[""pairs""] == ""24"")","Green Warbler","dusk"
"time_from_startTime","detections","Pearson correlation","-0.0793764798497532","0.95","-0.42185149023503","0.282921157285066","-0.428808441090105","29","0.671231242764582","Pearson correlation","31","normal","list(italic(""t"")[""Student""] * ""("" * 29 * "")"" == ""-0.43"", italic(p) == ""0.67"", widehat(italic(""r""))[""Pearson""] == ""-0.08"", CI[""95%""] ~ ""["" * ""-0.42"", ""0.28"" * ""]"", italic(""n"")[""pairs""] == ""31"")","Little Spiderhunter","dawn"
"time_from_startTime","detections","Pearson correlation","0.0200833018205071","0.95","-0.330928133589183","0.366212711311353","0.11002296487754","30","0.913123879537323","Pearson correlation","32","normal","list(italic(""t"")[""Student""] * ""("" * 30 * "")"" == ""0.11"", italic(p) == ""0.91"", widehat(italic(""r""))[""Pearson""] == ""0.02"", CI[""95%""] ~ ""["" * ""-0.33"", ""0.37"" * ""]"", italic(""n"")[""pairs""] == ""32"")","Indian Blackbird","dawn"
"time_from_startTime","detections","Pearson correlation","-0.212482404398498","0.95","-0.59870794762288","0.253913307728647","-0.922553092925345","18","0.368441664846775","Pearson correlation","20","normal","list(italic(""t"")[""Student""] * ""("" * 18 * "")"" == ""-0.92"", italic(p) == ""0.37"", widehat(italic(""r""))[""Pearson""] == ""-0.21"", CI[""95%""] ~ ""["" * ""-0.60"", ""0.25"" * ""]"", italic(""n"")[""pairs""] == ""20"")","Purple Sunbird","dawn"
"time_from_startTime","detections","Pearson correlation","0.0456628680392281","0.95","-0.417199340746644","0.489715216620656","0.188469419184792","17","0.852740224844573","Pearson correlation","19","normal","list(italic(""t"")[""Student""] * ""("" * 17 * "")"" == ""0.19"", italic(p) == ""0.85"", widehat(italic(""r""))[""Pearson""] == ""0.05"", CI[""95%""] ~ ""["" * ""-0.42"", ""0.49"" * ""]"", italic(""n"")[""pairs""] == ""19"")","Rufous Babbler","dawn"
"time_from_startTime","detections","Pearson correlation","-0.40787077872158","0.95","NA","NA","-0.446717481009347","1","0.732542772767228","Pearson correlation","3","normal","list(italic(""t"")[""Student""] * ""("" * 1 * "")"" == ""-0.45"", italic(p) == ""0.73"", widehat(italic(""r""))[""Pearson""] == ""-0.41"", CI[""95%""] ~ ""["" * ""NA"", ""NA"" * ""]"", italic(""n"")[""pairs""] == ""3"")","Rufous Babbler","dusk"
"time_from_startTime","detections","Pearson correlation","0.145843813338867","0.95","-0.293832068799116","0.534581393647697","0.659282657105898","20","0.517234202398074","Pearson correlation","22","normal","list(italic(""t"")[""Student""] * ""("" * 20 * "")"" == ""0.66"", italic(p) == ""0.52"", widehat(italic(""r""))[""Pearson""] == ""0.15"", CI[""95%""] ~ ""["" * ""-0.29"", ""0.53"" * ""]"", italic(""n"")[""pairs""] == ""22"")","Black-rumped Flameback","dawn"
"time_from_startTime","detections","Pearson correlation","-0.369326795115013","0.95","-0.731171288310004","0.154700718491437","-1.48702781492422","14","0.159180085882751","Pearson correlation","16","normal","list(italic(""t"")[""Student""] * ""("" * 14 * "")"" == ""-1.49"", italic(p) == ""0.16"", widehat(italic(""r""))[""Pearson""] == ""-0.37"", CI[""95%""] ~ ""["" * ""-0.73"", ""0.15"" * ""]"", italic(""n"")[""pairs""] == ""16"")","Black-rumped Flameback","dusk"
"time_from_startTime","detections","Pearson correlation","0.225291034053745","0.95","-0.133923660778546","0.532178337808241","1.26653039526445","30","0.215069015459872","Pearson correlation","32","normal","list(italic(""t"")[""Student""] * ""("" * 30 * "")"" == ""1.27"", italic(p) == ""0.22"", widehat(italic(""r""))[""Pearson""] == ""0.23"", CI[""95%""] ~ ""["" * ""-0.13"", ""0.53"" * ""]"", italic(""n"")[""pairs""] == ""32"")","Oriental Magpie-Robin","dawn"
"time_from_startTime","detections","Pearson correlation","-0.486605007654739","0.95","-0.79956143937292","0.0341771673313746","-2.0082817434884","13","0.065855851510757","Pearson correlation","15","normal","list(italic(""t"")[""Student""] * ""("" * 13 * "")"" == ""-2.01"", italic(p) == ""0.07"", widehat(italic(""r""))[""Pearson""] == ""-0.49"", CI[""95%""] ~ ""["" * ""-0.80"", ""0.03"" * ""]"", italic(""n"")[""pairs""] == ""15"")","White-bellied Treepie","dawn"
"time_from_startTime","detections","Pearson correlation","0.167435090441139","0.95","-0.219343378794306","0.508733392810889","0.865979741237274","26","0.394422341129498","Pearson correlation","28","normal","list(italic(""t"")[""Student""] * ""("" * 26 * "")"" == ""0.87"", italic(p) == ""0.39"", widehat(italic(""r""))[""Pearson""] == ""0.17"", CI[""95%""] ~ ""["" * ""-0.22"", ""0.51"" * ""]"", italic(""n"")[""pairs""] == ""28"")","White-bellied Treepie","dusk"
"time_from_startTime","detections","Pearson correlation","0.0367631481278493","0.95","-0.451866098582407","0.508424053699632","0.142479375515721","15","0.888597560387364","Pearson correlation","17","normal","list(italic(""t"")[""Student""] * ""("" * 15 * "")"" == ""0.14"", italic(p) == ""0.89"", widehat(italic(""r""))[""Pearson""] == ""0.04"", CI[""95%""] ~ ""["" * ""-0.45"", ""0.51"" * ""]"", italic(""n"")[""pairs""] == ""17"")","House Crow","dawn"
"time_from_startTime","detections","Pearson correlation","-0.112076021633144","0.95","-0.366476585640704","0.15791656096938","-0.821098976374453","53","0.415268053334166","Pearson correlation","55","normal","list(italic(""t"")[""Student""] * ""("" * 53 * "")"" == ""-0.82"", italic(p) == ""0.42"", widehat(italic(""r""))[""Pearson""] == ""-0.11"", CI[""95%""] ~ ""["" * ""-0.37"", ""0.16"" * ""]"", italic(""n"")[""pairs""] == ""55"")","House Crow","dusk"
"time_from_startTime","detections","Pearson correlation","-0.258105132243808","0.95","-0.763633517985689","0.443612545032715","-0.755634856891215","8","0.471528442977194","Pearson correlation","10","normal","list(italic(""t"")[""Student""] * ""("" * 8 * "")"" == ""-0.76"", italic(p) == ""0.47"", widehat(italic(""r""))[""Pearson""] == ""-0.26"", CI[""95%""] ~ ""["" * ""-0.76"", ""0.44"" * ""]"", italic(""n"")[""pairs""] == ""10"")","Asian Brown Flycatcher","dawn"
"time_from_startTime","detections","Pearson correlation","0.183058265536115","0.95","-0.409199929045384","0.66678956282241","0.617571260188505","11","0.549429075810532","Pearson correlation","13","normal","list(italic(""t"")[""Student""] * ""("" * 11 * "")"" == ""0.62"", italic(p) == ""0.55"", widehat(italic(""r""))[""Pearson""] == ""0.18"", CI[""95%""] ~ ""["" * ""-0.41"", ""0.67"" * ""]"", italic(""n"")[""pairs""] == ""13"")","Asian Brown Flycatcher","dusk"
"time_from_startTime","detections","Pearson correlation","-0.0617879830682527","0.95","-0.352207584702204","0.239485421655117","-0.401198467585736","42","0.690307978839869","Pearson correlation","44","normal","list(italic(""t"")[""Student""] * ""("" * 42 * "")"" == ""-0.40"", italic(p) == ""0.69"", widehat(italic(""r""))[""Pearson""] == ""-0.06"", CI[""95%""] ~ ""["" * ""-0.35"", ""0.24"" * ""]"", italic(""n"")[""pairs""] == ""44"")","Common Tailorbird","dawn"
"time_from_startTime","detections","Pearson correlation","-0.408568464817957","0.95","-0.720773391412","0.0414457017224394","-1.89915265956081","18","0.0736919218793147","Pearson correlation","20","normal","list(italic(""t"")[""Student""] * ""("" * 18 * "")"" == ""-1.90"", italic(p) == ""0.07"", widehat(italic(""r""))[""Pearson""] == ""-0.41"", CI[""95%""] ~ ""["" * ""-0.72"", ""0.04"" * ""]"", italic(""n"")[""pairs""] == ""20"")","Common Tailorbird","dusk"
"time_from_startTime","detections","Pearson correlation","-0.222792455748857","0.95","-0.635396414534468","0.288775560483306","-0.885118118682641","15","0.390061331033007","Pearson correlation","17","normal","list(italic(""t"")[""Student""] * ""("" * 15 * "")"" == ""-0.89"", italic(p) == ""0.39"", widehat(italic(""r""))[""Pearson""] == ""-0.22"", CI[""95%""] ~ ""["" * ""-0.64"", ""0.29"" * ""]"", italic(""n"")[""pairs""] == ""17"")","Golden-fronted Leafbird","dawn"
"time_from_startTime","detections","Pearson correlation","-0.826412745276037","0.95","-0.980420864202649","-0.0450980004311837","-2.93540899085789","4","0.0425834904894154","Pearson correlation","6","normal","list(italic(""t"")[""Student""] * ""("" * 4 * "")"" == ""-2.94"", italic(p) == ""0.04"", widehat(italic(""r""))[""Pearson""] == ""-0.83"", CI[""95%""] ~ ""["" * ""-0.98"", ""-0.05"" * ""]"", italic(""n"")[""pairs""] == ""6"")","Golden-fronted Leafbird","dusk"
"time_from_startTime","detections","Pearson correlation","-0.318155328822298","0.95","-0.570012583466971","-0.0116446721871472","-2.09577900315417","39","0.0426418253686549","Pearson correlation","41","normal","list(italic(""t"")[""Student""] * ""("" * 39 * "")"" == ""-2.10"", italic(p) == ""0.04"", widehat(italic(""r""))[""Pearson""] == ""-0.32"", CI[""95%""] ~ ""["" * ""-0.57"", ""-0.01"" * ""]"", italic(""n"")[""pairs""] == ""41"")","Red Spurfowl","dawn"
"time_from_startTime","detections","Pearson correlation","0.521451250402322","0.95","-0.881316425851443","0.987595108297746","0.864244446276752","2","0.478548749597678","Pearson correlation","4","normal","list(italic(""t"")[""Student""] * ""("" * 2 * "")"" == ""0.86"", italic(p) == ""0.48"", widehat(italic(""r""))[""Pearson""] == ""0.52"", CI[""95%""] ~ ""["" * ""-0.88"", ""0.99"" * ""]"", italic(""n"")[""pairs""] == ""4"")","Red Spurfowl","dusk"
"time_from_startTime","detections","Pearson correlation","-0.170721346131448","0.95","-0.643052363718123","0.395701270899628","-0.600207527359535","12","0.559532414181078","Pearson correlation","14","normal","list(italic(""t"")[""Student""] * ""("" * 12 * "")"" == ""-0.60"", italic(p) == ""0.56"", widehat(italic(""r""))[""Pearson""] == ""-0.17"", CI[""95%""] ~ ""["" * ""-0.64"", ""0.40"" * ""]"", italic(""n"")[""pairs""] == ""14"")","Malabar Woodshrike","dawn"
"time_from_startTime","detections","Pearson correlation","-0.998096917485788","0.95","NA","NA","-16.1858544216573","1","0.0392819310635526","Pearson correlation","3","normal","list(italic(""t"")[""Student""] * ""("" * 1 * "")"" == ""-16.19"", italic(p) == ""0.04"", widehat(italic(""r""))[""Pearson""] == ""-1.00"", CI[""95%""] ~ ""["" * ""NA"", ""NA"" * ""]"", italic(""n"")[""pairs""] == ""3"")","Malabar Woodshrike","dusk"
